L1_ItemNumber,L1_ItemDescription,L1_ItemType,L1_LotNumber,L1_Job,L1_JobStatus,L2_Quantity,L2_ItemNumber,L2_ItemDescription,L2_ItemType,L2_LotNumber,L2_Job,L2_JobStatus,L3_Quantity,L3_ItemNumber,L3_ItemDescription,L3_ItemType,L3_LotNumber,L3_Job,L3_JobStatus,L4_Quantity,L4_ItemNumber,L4_ItemDescription,L4_ItemType,L4_LotNumber,L4_Job,L4_JobStatus,L5_Quantity,L5_ItemNumber,L5_ItemDescription,L5_ItemType,L5_LotNumber
ItemNumber,ItemDescription,Finished Good,2T2SQ7A,2T2SQ7A,Unreleased,39,FU119WGN5I,Cynictis penicillata,Sub Assembly,AK2HFP6,QYQOGYF,Released,19,ML469SF2K2,Halcyon smyrnesis,Sub Assembly,QYQOGYF,V75N129,Closed,84,KU936DJAU1,Snycerus caffer,Sub Assembly,V75N129,CZJ4XZ4,Complete,75,GR772Y3WGH,Sciurus niger,Raw Material,CZJ4XZ4
UL669134MZ,unavailable,Finished Good,819SRC1,819SRC1,Complete,73,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,3DU0CCQ,SVJDMK7,Closed,21,PL3630RQA1,Tachybaptus ruficollis,Sub Assembly,SVJDMK7,OEAKN59,Unreleased,68,YT94584WKQ,Cacatua tenuirostris,Sub Assembly,OEAKN59,NVVWIUF,Complete,77,IF335HBVI0,Corythornis cristata,Raw Material,NVVWIUF
IZ767GIG18,Eunectes sp.,Finished Good,MHU5RYB,MHU5RYB,Released,35,NL479YC3PM,Macropus agilis,Sub Assembly,CWMEHHR,N4QSH2R,Unreleased,63,GK022DF4QW,Lasiodora parahybana,Sub Assembly,N4QSH2R,ELNTHE2,Closed,57,IB285R9215,Tachyglossus aculeatus,Sub Assembly,ELNTHE2,JACIKFP,Complete,73,TW1982TMFW,Tayassu pecari,Raw Material,JACIKFP
XX842ECD1B,Eumetopias jubatus,Finished Good,BUQ5A9A,BUQ5A9A,Closed,74,IX83928QKZ,Genetta genetta,Sub Assembly,ZL9E7NJ,Q9Y0AYF,Closed,16,TT307O6LI0,Certotrichas paena,Sub Assembly,Q9Y0AYF,B85BZNL,Unreleased,22,VW1614J2FC,Bettongia penicillata,Sub Assembly,B85BZNL,5N7IVF9,Closed,2,EG668F3COV,Cebus albifrons,Raw Material,5N7IVF9
MZ441ELE73,Ardea golieth,Finished Good,7TY7U5A,7TY7U5A,Released,31,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,RGW74QS,QKOPEWQ,Closed,14,CO124ZSD0O,Spilogale gracilis,Sub Assembly,QKOPEWQ,CH4C93X,Unreleased,98,LP763E05SL,Varanus komodensis,Sub Assembly,CH4C93X,0D8DXNZ,Complete,42,PU4612U9H5,Larus fuliginosus,Raw Material,0D8DXNZ
VG5951YMIZ,Phalacrocorax carbo,Finished Good,147EFSQ,147EFSQ,Closed,56,ZT17074KDS,Neophron percnopterus,Sub Assembly,VSC0NSG,VLVH9OT,Unreleased,100,FC438KLT2J,Pterocles gutturalis,Sub Assembly,VLVH9OT,RK9BCNS,Closed,26,TQ54337K6U,Petaurus breviceps,Sub Assembly,RK9BCNS,AXDZ7BM,Unreleased,6,AY2140OWR9,Acinynox jubatus,Raw Material,AXDZ7BM
UL669134MZ,unavailable,Finished Good,DS7KVSN,DS7KVSN,Released,52,HI221W99HA,Manouria emys,Sub Assembly,9K0NGOV,1LQVGW4,Released,65,HP871D4F83,Callipepla gambelii,Sub Assembly,1LQVGW4,AR6XS1Z,Released,70,XA229T67OW,Papio cynocephalus,Sub Assembly,AR6XS1Z,B2DL31V,Released,39,AF960LQSAG,Buteo regalis,Raw Material,B2DL31V
IZ767GIG18,Eunectes sp.,Finished Good,CDKFOM5,CDKFOM5,Released,90,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,OJMME67,P7OOHL3,Released,39,ZD552B4JBM,Coluber constrictor foxii,Sub Assembly,P7OOHL3,L0LKTZJ,Complete,84,GZ537GBWGF,Lamprotornis superbus,Sub Assembly,L0LKTZJ,3V36P89,Closed,79,ZN718T4V1R,Spilogale gracilis,Raw Material,3V36P89
XX842ECD1B,Eumetopias jubatus,Finished Good,UD4XYY4,UD4XYY4,Unreleased,60,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,SVK0P90,9AY3FNP,Closed,30,OJ2250C54Q,Dromaeus novaehollandiae,Sub Assembly,9AY3FNP,PRWI0MZ,Unreleased,100,TW7081YXFC,Lasiodora parahybana,Sub Assembly,PRWI0MZ,RZPHTP7,Unreleased,69,DY510DDKB7,Nasua nasua,Raw Material,RZPHTP7
MZ441ELE73,Ardea golieth,Finished Good,RXYJT63,RXYJT63,Complete,91,QV741IG248,Haliaetus vocifer,Sub Assembly,8H89BFU,HU378CS,Released,38,OI8633SWUT,Coendou prehensilis,Sub Assembly,HU378CS,I4YNLL6,Closed,82,RT1878LUCT,Nasua narica,Sub Assembly,I4YNLL6,QIK28WM,Released,25,TQ72605H08,Spizaetus coronatus,Raw Material,QIK28WM
VG5951YMIZ,Phalacrocorax carbo,Finished Good,DLZ1AA4,DLZ1AA4,Complete,71,IN009KUD12,Francolinus swainsonii,Sub Assembly,9VPMQT8,6GUU85R,Complete,43,DT520ZOXYB,Macropus eugenii,Sub Assembly,6GUU85R,KPB6R8B,Released,48,XY147VW105,Bettongia penicillata,Sub Assembly,KPB6R8B,FNUHRVH,Unreleased,41,AI932I346A,Lepus arcticus,Raw Material,FNUHRVH
UL669134MZ,unavailable,Finished Good,HC5QSB1,HC5QSB1,Closed,35,GV32235T5I,Helogale undulata,Sub Assembly,AWT9382,YUDE4HT,Closed,33,RG598ASDO7,Trachyphonus vaillantii,Sub Assembly,YUDE4HT,CLCFGKP,Complete,78,HF058V4OHJ,Alopochen aegyptiacus,Sub Assembly,CLCFGKP,TOAVVNY,Closed,67,KN622DF0IK,Antidorcas marsupialis,Raw Material,TOAVVNY
IZ767GIG18,Eunectes sp.,Finished Good,OGD0WH6,OGD0WH6,Closed,16,UJ1902SZ74,Sula nebouxii,Sub Assembly,KOPRBKQ,UCRFJJT,Unreleased,94,DH031YQ31Y,Junonia genoveua,Sub Assembly,UCRFJJT,YK7TBPH,Released,10,FF786NFBKQ,Alouatta seniculus,Sub Assembly,YK7TBPH,I6ITS8G,Unreleased,77,FW718NKY1I,Paraxerus cepapi,Raw Material,I6ITS8G
XX842ECD1B,Eumetopias jubatus,Finished Good,HBAL1KF,HBAL1KF,Released,59,AT0971JPEB,Ramphastos tucanus,Sub Assembly,233UKMR,AV4EIHF,Unreleased,68,XW73487FO8,Bubo virginianus,Sub Assembly,AV4EIHF,CFLT5TY,Released,4,LV045GJH8R,Tyto novaehollandiae,Sub Assembly,CFLT5TY,QH2IJAF,Complete,16,NV43922CVX,Actophilornis africanus,Raw Material,QH2IJAF
MZ441ELE73,Ardea golieth,Finished Good,0QTJY8X,0QTJY8X,Released,15,ZO213ADVAL,Eubalaena australis,Sub Assembly,U4JHZ6O,CRBVZRK,Unreleased,26,WR515MRIQX,Fregata magnificans,Sub Assembly,CRBVZRK,L29QOFJ,Closed,52,SI402Z20YP,Acrantophis madagascariensis,Sub Assembly,L29QOFJ,SRFG9D6,Unreleased,40,ZX081OUL1D,Streptopelia senegalensis,Raw Material,SRFG9D6
ItemNumber,ItemDescription,Finished Good,0JJHOQ7,0JJHOQ7,Complete,27,FU119WGN5I,Cynictis penicillata,Sub Assembly,7NZ7G72,6T44EYH,Released,86,DW699P5QVC,Pelecans onocratalus,Sub Assembly,6T44EYH,N9DXMNR,Released,68,CN936IN00V,Tachybaptus ruficollis,Sub Assembly,N9DXMNR,FNNJNJ0,Closed,11,BO708NE4V2,Damaliscus lunatus,Raw Material,FNNJNJ0
UL669134MZ,unavailable,Finished Good,32E0KHW,32E0KHW,Released,81,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,NV8C8I1,N63QKZ7,Unreleased,94,AJ650FB45L,Alcelaphus buselaphus caama,Sub Assembly,N63QKZ7,NE6G9T0,Closed,76,CV023K1H0C,Corvus brachyrhynchos,Sub Assembly,NE6G9T0,40OPF3D,Closed,57,PK949DUF7H,Sylvilagus floridanus,Raw Material,40OPF3D
IZ767GIG18,Eunectes sp.,Finished Good,SA2HQYO,SA2HQYO,Released,5,NL479YC3PM,Macropus agilis,Sub Assembly,XLQ9CBH,E4ULMGH,Released,63,TR723MA1YJ,Platalea leucordia,Sub Assembly,E4ULMGH,D8EWSZA,Unreleased,79,QK087ASHZR,Cereopsis novaehollandiae,Sub Assembly,D8EWSZA,3YU8IWM,Complete,80,DU789SIKUG,unavailable,Raw Material,3YU8IWM
XX842ECD1B,Eumetopias jubatus,Finished Good,0EL15PB,0EL15PB,Closed,44,IX83928QKZ,Genetta genetta,Sub Assembly,9WKI0YR,WBRM2GL,Unreleased,19,GM908GVWQ5,Choloepus hoffmani,Sub Assembly,WBRM2GL,UEB3SSD,Released,58,HV510WY4FL,Alligator mississippiensis,Sub Assembly,UEB3SSD,AOJ0RDG,Complete,35,RZ7294V82O,Ctenophorus ornatus,Raw Material,AOJ0RDG
MZ441ELE73,Ardea golieth,Finished Good,74IL1HQ,74IL1HQ,Released,99,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,7XKPT0Q,KUYT1TA,Released,80,WM417NWVWW,Vombatus ursinus,Sub Assembly,KUYT1TA,Q0CEDY6,Unreleased,59,PV279IIHEN,Bugeranus caruncalatus,Sub Assembly,Q0CEDY6,18EDAJL,Unreleased,55,JI926CT1V5,Odocoilenaus virginianus,Raw Material,18EDAJL
VG5951YMIZ,Phalacrocorax carbo,Finished Good,W8GNNV1,W8GNNV1,Unreleased,98,ZT17074KDS,Neophron percnopterus,Sub Assembly,MYNGP44,SYCFNT1,Closed,16,YQ530V4QMY,Terrapene carolina,Sub Assembly,SYCFNT1,Z7GWQW1,Unreleased,84,ZI902K0R6A,Dasypus novemcinctus,Sub Assembly,Z7GWQW1,16BFA3R,Closed,65,SZ601TKPS7,Anastomus oscitans,Raw Material,16BFA3R
UL669134MZ,unavailable,Finished Good,H0A1PTH,H0A1PTH,Complete,99,HI221W99HA,Manouria emys,Sub Assembly,58DKU8X,649I366,Closed,44,MG684CDYQL,Papio ursinus,Sub Assembly,649I366,Y1CLWE0,Closed,80,XQ499IH2LJ,Nyctereutes procyonoides,Sub Assembly,Y1CLWE0,9CV9EK0,Released,32,IG872Q28AX,Anitibyx armatus,Raw Material,9CV9EK0
IZ767GIG18,Eunectes sp.,Finished Good,V75N129,V75N129,Closed,64,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,CZJ4XZ4,8WNCHXV,Released,47,SD943E74A0,Castor canadensis,Sub Assembly,8WNCHXV,Z55PJUQ,Complete,37,VO808TKLJN,Ploceus intermedius,Sub Assembly,Z55PJUQ,T22RXUH,Unreleased,97,CP435JSF2E,Lepus arcticus,Raw Material,T22RXUH
XX842ECD1B,Eumetopias jubatus,Finished Good,OEAKN59,OEAKN59,Released,58,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,NVVWIUF,HT14D2Z,Unreleased,49,QX118174TB,Dusicyon thous,Sub Assembly,HT14D2Z,SRGJE56,Released,100,JS447S4240,Merops nubicus,Sub Assembly,SRGJE56,1Z1M9NK,Complete,78,HL758TBFCE,Eurocephalus anguitimens,Raw Material,1Z1M9NK
MZ441ELE73,Ardea golieth,Finished Good,ELNTHE2,ELNTHE2,Unreleased,44,QV741IG248,Haliaetus vocifer,Sub Assembly,JACIKFP,UOUB8R9,Released,61,FI450JPZCV,Macropus eugenii,Sub Assembly,UOUB8R9,GFPCHJF,Complete,32,KT5649IX0K,Melanerpes erythrocephalus,Sub Assembly,GFPCHJF,LWGNS5S,Released,53,ZJ19650B59,Propithecus verreauxi,Raw Material,LWGNS5S
VG5951YMIZ,Phalacrocorax carbo,Finished Good,B85BZNL,B85BZNL,Unreleased,25,IN009KUD12,Francolinus swainsonii,Sub Assembly,5N7IVF9,6FAJYZH,Released,64,HE967K2P62,Felis wiedi or Leopardus weidi,Sub Assembly,6FAJYZH,7HB4RBQ,Closed,37,HW8669ZL26,Tiliqua scincoides,Sub Assembly,7HB4RBQ,0BOHNAR,Unreleased,24,OA327MEA45,Acanthaster planci,Raw Material,0BOHNAR
UL669134MZ,unavailable,Finished Good,CH4C93X,CH4C93X,Unreleased,87,GV32235T5I,Helogale undulata,Sub Assembly,0D8DXNZ,43RIHLN,Closed,85,UC95605J9C,Macropus robustus,Sub Assembly,43RIHLN,6DG2V6H,Closed,9,OF8838RXU6,Gopherus agassizii,Sub Assembly,6DG2V6H,T6NDHFV,Unreleased,66,BL312E23QT,Nectarinia chalybea,Raw Material,T6NDHFV
IZ767GIG18,Eunectes sp.,Finished Good,RK9BCNS,RK9BCNS,Closed,14,UJ1902SZ74,Sula nebouxii,Sub Assembly,AXDZ7BM,UPBD72J,Unreleased,63,JU321C82FC,Pycnonotus barbatus,Sub Assembly,UPBD72J,L8GDH98,Released,46,HB61332REX,Terathopius ecaudatus,Sub Assembly,L8GDH98,K7FHPZR,Complete,48,EL409VUE2D,Cebus apella,Raw Material,K7FHPZR
XX842ECD1B,Eumetopias jubatus,Finished Good,AR6XS1Z,AR6XS1Z,Complete,62,AT0971JPEB,Ramphastos tucanus,Sub Assembly,B2DL31V,13OSX2S,Released,78,ET674G0JJH,Casmerodius albus,Sub Assembly,13OSX2S,XIDRCX9,Released,84,ET741BRX0E,Connochaetus taurinus,Sub Assembly,XIDRCX9,WTKQUVE,Closed,21,RM254XOIIV,Vombatus ursinus,Raw Material,WTKQUVE
MZ441ELE73,Ardea golieth,Finished Good,L0LKTZJ,L0LKTZJ,Closed,63,ZO213ADVAL,Eubalaena australis,Sub Assembly,3V36P89,UUFI363,Unreleased,24,QW9998X5WK,Myotis lucifugus,Sub Assembly,UUFI363,G2QR6CC,Released,45,AQ3654OA5T,Anthropoides paradisea,Sub Assembly,G2QR6CC,4TNOZA0,Released,13,ZK1251L3EV,Nucifraga columbiana,Raw Material,4TNOZA0
ItemNumber,ItemDescription,Finished Good,PRWI0MZ,PRWI0MZ,Released,51,FU119WGN5I,Cynictis penicillata,Sub Assembly,RZPHTP7,0RCV4CG,Unreleased,79,TK143QJ0LV,Trachyphonus vaillantii,Sub Assembly,0RCV4CG,ZRI0EC1,Released,75,PX7605QFQO,Sarkidornis melanotos,Sub Assembly,ZRI0EC1,ASDPGQH,Closed,70,QC229A0NS9,Phascogale calura,Raw Material,ASDPGQH
UL669134MZ,unavailable,Finished Good,I4YNLL6,I4YNLL6,Unreleased,66,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,QIK28WM,IPN8VB3,Released,51,UA700ZHN5F,Buteo regalis,Sub Assembly,IPN8VB3,BO2JRD0,Closed,6,WV659L4OI2,Acrobates pygmaeus,Sub Assembly,BO2JRD0,ATRH18O,Unreleased,48,ET732X616H,Canis dingo,Raw Material,ATRH18O
IZ767GIG18,Eunectes sp.,Finished Good,KPB6R8B,KPB6R8B,Closed,2,NL479YC3PM,Macropus agilis,Sub Assembly,FNUHRVH,IYD5EFN,Closed,56,TR202OHRJ8,Zosterops pallidus,Sub Assembly,IYD5EFN,QM7V152,Closed,4,WC0434KYW0,Gymnorhina tibicen,Sub Assembly,QM7V152,8IBUM4V,Closed,37,VY298F1ID9,Tamiasciurus hudsonicus,Raw Material,8IBUM4V
XX842ECD1B,Eumetopias jubatus,Finished Good,CLCFGKP,CLCFGKP,Unreleased,78,IX83928QKZ,Genetta genetta,Sub Assembly,TOAVVNY,Z13AEK2,Released,49,RY8076ADQX,Laniarius ferrugineus,Sub Assembly,Z13AEK2,KM8HE1Q,Closed,47,OY783V5VB2,Gymnorhina tibicen,Sub Assembly,KM8HE1Q,1ZKQJAY,Closed,46,EI430CXXDM,Choloepus hoffmani,Raw Material,1ZKQJAY
MZ441ELE73,Ardea golieth,Finished Good,YK7TBPH,YK7TBPH,Released,67,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,I6ITS8G,1GWJB0J,Released,65,ZF254JDBWA,Papio cynocephalus,Sub Assembly,1GWJB0J,ZCJ8UNI,Complete,9,GY17140GPM,Sarkidornis melanotos,Sub Assembly,ZCJ8UNI,3PUVCDA,Unreleased,13,PR22974FI5,Melophus lathami,Raw Material,3PUVCDA
VG5951YMIZ,Phalacrocorax carbo,Finished Good,CFLT5TY,CFLT5TY,Complete,14,ZT17074KDS,Neophron percnopterus,Sub Assembly,QH2IJAF,XDJELYF,Unreleased,18,HT187TM346,Melophus lathami,Sub Assembly,XDJELYF,1MWVVP6,Released,89,NO337M6DEL,Acinynox jubatus,Sub Assembly,1MWVVP6,L98P75C,Complete,92,BG9429NSGV,Cervus duvauceli,Raw Material,L98P75C
UL669134MZ,unavailable,Finished Good,L29QOFJ,L29QOFJ,Unreleased,39,HI221W99HA,Manouria emys,Sub Assembly,SRFG9D6,M3P97IB,Complete,96,AN106VMB9Z,Meleagris gallopavo,Sub Assembly,M3P97IB,8E4MPSP,Released,43,PC136RG01I,Acrobates pygmaeus,Sub Assembly,8E4MPSP,69GMZPH,Complete,42,BH136PFV7B,Acanthaster planci,Raw Material,69GMZPH
IZ767GIG18,Eunectes sp.,Finished Good,N9DXMNR,N9DXMNR,Released,67,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,FNNJNJ0,DT6MQKP,Released,3,FF3610NQ0W,Actophilornis africanus,Sub Assembly,DT6MQKP,ZE4DBMU,Released,15,LN62733J9V,Chelodina longicollis,Sub Assembly,ZE4DBMU,TQOWRSR,Released,71,JT276FNCMJ,Phalacrocorax niger,Raw Material,TQOWRSR
XX842ECD1B,Eumetopias jubatus,Finished Good,NE6G9T0,NE6G9T0,Unreleased,91,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,40OPF3D,826HKE8,Released,41,BS508XXHRD,Spermophilus richardsonii,Sub Assembly,826HKE8,W3TJETR,Unreleased,73,NY68897M4S,Hippotragus niger,Sub Assembly,W3TJETR,CF6M8F0,Unreleased,26,WG774BAQ8X,Ploceus rubiginosus,Raw Material,CF6M8F0
MZ441ELE73,Ardea golieth,Finished Good,D8EWSZA,D8EWSZA,Complete,24,QV741IG248,Haliaetus vocifer,Sub Assembly,3YU8IWM,QVXSYTY,Complete,36,EU290A8ENU,Ovis ammon,Sub Assembly,QVXSYTY,FWN8ME5,Complete,3,OW0918ZKFP,Cyrtodactylus louisiadensis,Sub Assembly,FWN8ME5,CNO2V6N,Released,97,WT025HCJ4I,Tapirus terrestris,Raw Material,CNO2V6N
VG5951YMIZ,Phalacrocorax carbo,Finished Good,UEB3SSD,UEB3SSD,Unreleased,51,IN009KUD12,Francolinus swainsonii,Sub Assembly,AOJ0RDG,64IZ3PZ,Released,71,ES187TFWQ2,Tursiops truncatus,Sub Assembly,64IZ3PZ,OJYVM7T,Complete,16,BW916GA7P8,Paraxerus cepapi,Sub Assembly,OJYVM7T,7EUMK4V,Released,99,BD408EYZCK,unavailable,Raw Material,7EUMK4V
UL669134MZ,unavailable,Finished Good,Q0CEDY6,Q0CEDY6,Closed,61,GV32235T5I,Helogale undulata,Sub Assembly,18EDAJL,BQT5FM6,Released,89,JZ187GWLN4,Terrapene carolina,Sub Assembly,BQT5FM6,V6R4MUO,Unreleased,36,DG117M7VGH,Felis concolor,Sub Assembly,V6R4MUO,VI601GJ,Complete,62,LT5594UO5O,Upupa epops,Raw Material,VI601GJ
IZ767GIG18,Eunectes sp.,Finished Good,Z7GWQW1,Z7GWQW1,Unreleased,96,UJ1902SZ74,Sula nebouxii,Sub Assembly,16BFA3R,AFDP2U8,Complete,59,JW592Q3SL6,Capreolus capreolus,Sub Assembly,AFDP2U8,PBOFRZN,Complete,35,XA4282IZJI,Ardea golieth,Sub Assembly,PBOFRZN,UKGO1ZT,Unreleased,14,KS595TR8L5,Graspus graspus,Raw Material,UKGO1ZT
XX842ECD1B,Eumetopias jubatus,Finished Good,Y1CLWE0,Y1CLWE0,Complete,21,AT0971JPEB,Ramphastos tucanus,Sub Assembly,9CV9EK0,R9UC5OB,Released,46,FH43868JVJ,Phasianus colchicus,Sub Assembly,R9UC5OB,A4OFLJK,Released,78,GM300MOOBK,Phacochoerus aethiopus,Sub Assembly,A4OFLJK,T4TTRS9,Complete,50,BR236CG5QO,Spizaetus coronatus,Raw Material,T4TTRS9
MZ441ELE73,Ardea golieth,Finished Good,Z55PJUQ,Z55PJUQ,Closed,5,ZO213ADVAL,Eubalaena australis,Sub Assembly,T22RXUH,TZMCA6F,Closed,61,SU2488GBJT,Ursus arctos,Sub Assembly,TZMCA6F,4AXFS53,Complete,30,TU742ZI5X9,Marmota flaviventris,Sub Assembly,4AXFS53,AGCJY1E,Unreleased,34,FI860CT1Z6,Varanus sp.,Raw Material,AGCJY1E
ItemNumber,ItemDescription,Finished Good,SRGJE56,SRGJE56,Complete,38,FU119WGN5I,Cynictis penicillata,Sub Assembly,1Z1M9NK,X8YD45S,Closed,3,ML469SF2K2,Halcyon smyrnesis,Sub Assembly,X8YD45S,2ENW7I8,Closed,30,QM499YIS2Z,Sarcorhamphus papa,Sub Assembly,2ENW7I8,PCBABEE,Complete,93,AV697EB66S,Alouatta seniculus,Raw Material,PCBABEE
UL669134MZ,unavailable,Finished Good,GFPCHJF,GFPCHJF,Unreleased,47,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,LWGNS5S,GIIGLL4,Unreleased,5,PL3630RQA1,Tachybaptus ruficollis,Sub Assembly,GIIGLL4,6EFYO8X,Released,21,HH003HH20Q,Coluber constrictor,Sub Assembly,6EFYO8X,21LL2V6,Closed,63,IK179DSAXB,Phalaropus fulicarius,Raw Material,21LL2V6
IZ767GIG18,Eunectes sp.,Finished Good,7HB4RBQ,7HB4RBQ,Complete,25,NL479YC3PM,Macropus agilis,Sub Assembly,0BOHNAR,CAHNDFI,Released,51,GK022DF4QW,Lasiodora parahybana,Sub Assembly,CAHNDFI,9UA4EPL,Closed,76,AY716PAQUF,Tragelaphus angasi,Sub Assembly,9UA4EPL,X5RZWQZ,Unreleased,15,TI009KD2D9,Dasypus novemcinctus,Raw Material,X5RZWQZ
XX842ECD1B,Eumetopias jubatus,Finished Good,6DG2V6H,6DG2V6H,Released,14,IX83928QKZ,Genetta genetta,Sub Assembly,T6NDHFV,IU5EPFN,Closed,94,TT307O6LI0,Certotrichas paena,Sub Assembly,IU5EPFN,TUZR8CF,Closed,100,HI3761FZQK,Trichosurus vulpecula,Sub Assembly,TUZR8CF,KY4GIB9,Unreleased,55,YP352BG60E,Paraxerus cepapi,Raw Material,KY4GIB9
MZ441ELE73,Ardea golieth,Finished Good,L8GDH98,L8GDH98,Complete,94,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,K7FHPZR,LRYYB6S,Complete,61,CO124ZSD0O,Spilogale gracilis,Sub Assembly,LRYYB6S,XWWDBFY,Released,10,MS833OCH3X,Ephipplorhynchus senegalensis,Sub Assembly,XWWDBFY,HNWXEX3,Unreleased,19,IB247QQ8QZ,Alligator mississippiensis,Raw Material,HNWXEX3
VG5951YMIZ,Phalacrocorax carbo,Finished Good,XIDRCX9,XIDRCX9,Unreleased,4,ZT17074KDS,Neophron percnopterus,Sub Assembly,WTKQUVE,MGHXZDL,Unreleased,84,FC438KLT2J,Pterocles gutturalis,Sub Assembly,MGHXZDL,G1W0U02,Closed,23,JW707OFWLP,Bassariscus astutus,Sub Assembly,G1W0U02,G5SMSQW,Released,49,QR832VZJK9,Paraxerus cepapi,Raw Material,G5SMSQW
UL669134MZ,unavailable,Finished Good,G2QR6CC,G2QR6CC,Closed,96,HI221W99HA,Manouria emys,Sub Assembly,4TNOZA0,RRANUPH,Closed,72,HP871D4F83,Callipepla gambelii,Sub Assembly,RRANUPH,XRE8ABF,Released,39,DQ958PRZ6A,Odocoileus hemionus,Sub Assembly,XRE8ABF,98D3DFC,Unreleased,62,SK95395BND,Geochelone elegans,Raw Material,98D3DFC
IZ767GIG18,Eunectes sp.,Finished Good,ZRI0EC1,ZRI0EC1,Unreleased,84,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,ASDPGQH,Z6ZUOH8,Unreleased,24,ZD552B4JBM,Coluber constrictor foxii,Sub Assembly,Z6ZUOH8,GIUTHTF,Unreleased,42,JM823IX0MZ,Ploceus intermedius,Sub Assembly,GIUTHTF,EY1EI88,Complete,63,GE827YDWJE,Pterocles gutturalis,Raw Material,EY1EI88
XX842ECD1B,Eumetopias jubatus,Finished Good,BO2JRD0,BO2JRD0,Unreleased,8,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,ATRH18O,8IYN8H6,Complete,28,OJ2250C54Q,Dromaeus novaehollandiae,Sub Assembly,8IYN8H6,96XTRXB,Closed,74,TD103R0KAU,Notechis semmiannulatus,Sub Assembly,96XTRXB,XO6QOS2,Complete,23,KW591ZR3RX,Pseudocheirus peregrinus,Raw Material,XO6QOS2
MZ441ELE73,Ardea golieth,Finished Good,QM7V152,QM7V152,Released,59,QV741IG248,Haliaetus vocifer,Sub Assembly,8IBUM4V,4X7DMIK,Released,49,OI8633SWUT,Coendou prehensilis,Sub Assembly,4X7DMIK,F4RMS52,Complete,36,SW8825VFOO,Butorides striatus,Sub Assembly,F4RMS52,5AMIZ86,Closed,62,XD12990RP0,Procyon cancrivorus,Raw Material,5AMIZ86
VG5951YMIZ,Phalacrocorax carbo,Finished Good,KM8HE1Q,KM8HE1Q,Unreleased,33,IN009KUD12,Francolinus swainsonii,Sub Assembly,1ZKQJAY,OP0LPGE,Unreleased,44,DT520ZOXYB,Macropus eugenii,Sub Assembly,OP0LPGE,8HQEG5V,Released,9,DY819J4N02,Limnocorax flavirostra,Sub Assembly,8HQEG5V,XTP9P5C,Complete,40,OO6098VKQN,Ceratotherium simum,Raw Material,XTP9P5C
UL669134MZ,unavailable,Finished Good,ZCJ8UNI,ZCJ8UNI,Complete,11,GV32235T5I,Helogale undulata,Sub Assembly,3PUVCDA,DJ4NIQ4,Released,95,RG598ASDO7,Trachyphonus vaillantii,Sub Assembly,DJ4NIQ4,BM862FK,Closed,18,GQ026Q0UJU,Panthera leo persica,Sub Assembly,BM862FK,D1J3JZH,Complete,95,MM131TM5B3,Iguana iguana,Raw Material,D1J3JZH
IZ767GIG18,Eunectes sp.,Finished Good,1MWVVP6,1MWVVP6,Closed,38,UJ1902SZ74,Sula nebouxii,Sub Assembly,L98P75C,83WM68X,Complete,3,DH031YQ31Y,Junonia genoveua,Sub Assembly,83WM68X,PIP9QBB,Unreleased,55,XO226L7SPT,Acrobates pygmaeus,Sub Assembly,PIP9QBB,UKRXP99,Closed,25,PT661R3LCR,Trichosurus vulpecula,Raw Material,UKRXP99
XX842ECD1B,Eumetopias jubatus,Finished Good,8E4MPSP,8E4MPSP,Complete,100,AT0971JPEB,Ramphastos tucanus,Sub Assembly,69GMZPH,3OK7UP0,Released,31,XW73487FO8,Bubo virginianus,Sub Assembly,3OK7UP0,IPOUI8O,Released,33,ZR2952M3EF,Centrocercus urophasianus,Sub Assembly,IPOUI8O,NTPE8VM,Complete,29,TM248O471Y,Laniarius ferrugineus,Raw Material,NTPE8VM
MZ441ELE73,Ardea golieth,Finished Good,ZE4DBMU,ZE4DBMU,Released,63,ZO213ADVAL,Eubalaena australis,Sub Assembly,TQOWRSR,SVPCUNO,Complete,95,WR515MRIQX,Fregata magnificans,Sub Assembly,SVPCUNO,U8CXZLG,Closed,38,MU91389WAA,Nyctanassa violacea,Sub Assembly,U8CXZLG,61Y1BQD,Complete,72,SY053ZBBUE,Geococcyx californianus,Raw Material,61Y1BQD
